reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/29-2900078/2011,24/05/2011,205.0,11/07/2011,09/07/2011,892.0,10/08/2011,06/08/2011,1234.0,10/09/2011,10/09/2011,1900.0,15/10/2011,01/10/2011,2125.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900079/2011,24/05/2011,206.0,10/06/2011,24/05/2011,207.0,11/07/2011,09/07/2011,868.0,10/08/2011,10/08/2011,1323.0,10/09/2011,08/09/2011,1753.0,15/10/2011,18/10/2011,2383.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700199/2011,24/05/2011,208.0,10/06/2011,09/06/2011,383.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700060/2011,24/05/2011,209.0,10/06/2011,,0.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3200.0,500.0,UNKNOWN
YS-N24/29-2900080/2011,25/05/2011,210.0,11/07/2011,06/07/2011,714.0,10/08/2011,05/08/2011,1184.0,10/09/2011,05/09/2011,1635.0,15/10/2011,05/09/2011,1635.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900081/2011,26/05/2011,211.0,11/07/2011,12/07/2011,970.0,10/08/2011,13/08/2011,1461.0,10/09/2011,10/09/2011,1839.0,15/10/2011,22/10/2011,2439.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900082/2011,26/05/2011,212.0,11/07/2011,14/07/2011,1018.0,10/08/2011,11/08/2011,1375.0,10/09/2011,13/09/2011,1939.0,15/10/2011,20/10/2011,2409.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900083/2011,26/05/2011,213.0,11/07/2011,08/07/2011,788.0,10/08/2011,10/08/2011,1354.0,10/09/2011,07/09/2011,1713.0,15/10/2011,14/10/2011,2260.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700108/2011,26/05/2011,214.0,10/06/2011,14/06/2011,470.0,11/07/2011,09/07/2011,881.0,10/08/2011,16/08/2011,1492.0,10/09/2011,08/09/2011,1755.0,15/10/2011,18/10/2011,2389.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700164/2011,26/05/2011,215.0,10/06/2011,26/05/2011,216.0,11/07/2011,12/07/2011,991.0,10/08/2011,16/08/2011,1494.0,10/09/2011,20/09/2011,2035.0,15/10/2011,18/10/2011,2399.0,,,0.0,,,0.0,,,0.0,29,A,N24,3200.0,500.0,UNKNOWN
YS-N24/29-2900084/2011,27/05/2011,217.0,11/07/2011,04/07/2011,657.0,10/08/2011,12/08/2011,1424.0,10/09/2011,07/09/2011,1710.0,15/10/2011,30/09/2011,2079.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900085/2011,27/05/2011,218.0,11/07/2011,09/07/2011,837.0,10/08/2011,09/08/2011,1254.0,10/09/2011,10/09/2011,1837.0,15/10/2011,13/10/2011,2184.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900086/2011,27/05/2011,219.0,11/07/2011,07/07/2011,735.0,10/08/2011,09/08/2011,1255.0,10/09/2011,02/09/2011,1586.0,15/10/2011,13/10/2011,2185.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900087/2011,27/05/2011,220.0,11/07/2011,08/07/2011,789.0,10/08/2011,10/08/2011,1355.0,10/09/2011,09/09/2011,1789.0,15/10/2011,17/10/2011,2357.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900088/2011,28/05/2011,221.0,11/07/2011,09/07/2011,843.0,10/08/2011,11/08/2011,1383.0,10/09/2011,20/09/2011,2028.0,15/10/2011,22/10/2011,2437.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900089/2011,28/05/2011,222.0,11/07/2011,11/07/2011,913.0,10/08/2011,10/08/2011,1319.0,10/09/2011,07/09/2011,1696.0,15/10/2011,21/10/2011,2427.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900090/2011,30/05/2011,223.0,11/07/2011,06/07/2011,713.0,10/08/2011,05/08/2011,1181.0,10/09/2011,05/09/2011,1634.0,15/10/2011,28/09/2011,2054.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900091/2011,30/05/2011,224.0,11/07/2011,06/07/2011,719.0,10/08/2011,05/08/2011,1191.0,10/09/2011,12/09/2011,1925.0,15/10/2011,12/10/2011,2157.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900092/2011,30/05/2011,225.0,11/07/2011,30/05/2011,226.0,10/08/2011,12/08/2011,1423.0,10/09/2011,07/09/2011,1711.0,15/10/2011,17/10/2011,2358.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900093/2011,30/05/2011,227.0,11/07/2011,11/07/2011,918.0,10/08/2011,11/08/2011,1373.0,10/09/2011,15/09/2011,1976.0,15/10/2011,15/09/2011,1976.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2101235/2011,30/05/2011,228.0,10/06/2011,30/05/2011,229.0,11/07/2011,12/07/2011,981.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900094/2011,30/05/2011,230.0,11/07/2011,09/07/2011,839.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900095/2011,31/05/2011,231.0,11/07/2011,11/07/2011,958.0,10/08/2011,22/08/2011,1554.0,10/09/2011,07/09/2011,1727.0,15/10/2011,31/10/2011,2464.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900096/2011,31/05/2011,232.0,11/07/2011,11/07/2011,932.0,10/08/2011,09/08/2011,1309.0,10/09/2011,10/09/2011,1905.0,15/10/2011,15/10/2011,2340.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900097/2011,31/05/2011,233.0,11/07/2011,13/07/2011,996.0,10/08/2011,12/08/2011,1417.0,10/09/2011,07/09/2011,1701.0,15/10/2011,13/10/2011,2227.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900098/2011,31/05/2011,234.0,11/07/2011,11/07/2011,934.0,10/08/2011,12/08/2011,1418.0,10/09/2011,09/09/2011,1781.0,15/10/2011,01/11/2011,2471.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900099/2011,31/05/2011,235.0,11/07/2011,14/07/2011,1030.0,10/08/2011,17/08/2011,1513.0,10/09/2011,12/09/2011,1932.0,15/10/2011,31/10/2011,2465.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900100/2011,31/05/2011,236.0,11/07/2011,22/07/2011,1085.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900101/2011,31/05/2011,237.0,11/07/2011,05/07/2011,664.0,10/08/2011,16/08/2011,1476.0,10/09/2011,10/09/2011,1833.0,15/10/2011,13/10/2011,2182.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900102/2011,31/05/2011,238.0,11/07/2011,09/07/2011,826.0,10/08/2011,09/08/2011,1241.0,10/09/2011,10/09/2011,1824.0,15/10/2011,15/10/2011,2279.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900103/2011,31/05/2011,239.0,11/07/2011,07/07/2011,730.0,10/08/2011,01/09/2011,1581.0,10/09/2011,06/09/2011,1651.0,15/10/2011,01/11/2011,2466.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900104/2011,31/05/2011,240.0,11/07/2011,11/07/2011,933.0,10/08/2011,05/08/2011,1174.0,10/09/2011,12/09/2011,1917.0,15/10/2011,14/10/2011,2245.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900105/2011,31/05/2011,241.0,11/07/2011,09/07/2011,824.0,10/08/2011,09/08/2011,1246.0,10/09/2011,06/09/2011,1646.0,15/10/2011,15/10/2011,2300.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900106/2011,01/06/2011,242.0,11/07/2011,09/07/2011,899.0,10/08/2011,20/08/2011,1548.0,10/09/2011,03/09/2011,1610.0,15/10/2011,13/12/2011,2512.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2700120/2011,01/06/2011,243.0,10/06/2011,,0.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3200.0,500.0,UNKNOWN
YS-N24/29-2700371/2011,01/06/2011,244.0,10/06/2011,01/06/2011,245.0,11/07/2011,11/07/2011,915.0,10/08/2011,02/08/2011,1133.0,10/09/2011,08/09/2011,1757.0,15/10/2011,13/10/2011,2228.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900107/2011,01/06/2011,246.0,11/07/2011,01/07/2011,621.0,10/08/2011,05/08/2011,1179.0,10/09/2011,07/09/2011,1712.0,15/10/2011,17/10/2011,2354.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900108/2011,01/06/2011,247.0,11/07/2011,05/07/2011,659.0,10/08/2011,06/08/2011,1196.0,10/09/2011,03/09/2011,1594.0,15/10/2011,13/10/2011,2172.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2500201/2011,01/06/2011,248.0,10/06/2011,09/06/2011,400.0,11/07/2011,09/07/2011,887.0,10/08/2011,06/08/2011,1225.0,10/09/2011,10/09/2011,1897.0,15/10/2011,22/10/2011,2447.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2500175/2011,01/06/2011,249.0,10/06/2011,28/07/2011,1111.0,11/07/2011,28/07/2011,1111.0,10/08/2011,19/12/2011,2516.0,10/09/2011,19/12/2011,2516.0,15/10/2011,19/12/2011,2516.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900109/2011,02/06/2011,250.0,11/07/2011,11/07/2011,955.0,10/08/2011,10/08/2011,1361.0,10/09/2011,09/09/2011,1803.0,15/10/2011,12/10/2011,2156.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900110/2011,02/06/2011,251.0,11/07/2011,07/07/2011,726.0,10/08/2011,09/08/2011,1239.0,10/09/2011,10/09/2011,1830.0,15/10/2011,15/10/2011,2280.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2200659/2011,02/06/2011,252.0,10/06/2011,02/06/2011,253.0,11/07/2011,09/07/2011,902.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900111/2011,02/06/2011,254.0,11/07/2011,05/07/2011,682.0,10/08/2011,06/08/2011,1217.0,10/09/2011,03/09/2011,1604.0,15/10/2011,15/10/2011,2322.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900112/2011,02/06/2011,255.0,11/07/2011,02/06/2011,256.0,10/08/2011,10/08/2011,1318.0,10/09/2011,14/09/2011,1965.0,15/10/2011,19/10/2011,2401.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900113/2011,02/06/2011,257.0,11/07/2011,02/06/2011,258.0,10/08/2011,10/08/2011,1320.0,10/09/2011,07/09/2011,1695.0,15/10/2011,17/10/2011,2342.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700347/2011,02/06/2011,259.0,10/06/2011,02/06/2011,261.0,11/07/2011,14/07/2011,1026.0,10/08/2011,13/08/2011,1469.0,10/09/2011,10/09/2011,1901.0,15/10/2011,15/10/2011,2313.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700357/2011,02/06/2011,260.0,10/06/2011,02/06/2011,262.0,11/07/2011,14/07/2011,1025.0,10/08/2011,18/08/2011,1523.0,10/09/2011,10/09/2011,1878.0,15/10/2011,13/10/2011,2225.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700251/2011,03/06/2011,263.0,10/06/2011,03/06/2011,265.0,11/07/2011,12/07/2011,983.0,10/08/2011,11/08/2011,1394.0,10/09/2011,17/09/2011,2013.0,15/10/2011,18/10/2011,2382.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700248/2011,03/06/2011,264.0,10/06/2011,03/06/2011,266.0,11/07/2011,09/07/2011,867.0,10/08/2011,13/08/2011,1465.0,10/09/2011,15/09/2011,1988.0,15/10/2011,22/10/2011,2441.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700230/2011,03/06/2011,269.0,10/06/2011,03/06/2011,270.0,11/07/2011,14/07/2011,1031.0,10/08/2011,06/08/2011,1233.0,10/09/2011,10/09/2011,1896.0,15/10/2011,13/10/2011,2229.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700249/2011,03/06/2011,271.0,10/06/2011,03/06/2011,272.0,11/07/2011,08/07/2011,775.0,10/08/2011,11/08/2011,1393.0,10/09/2011,09/09/2011,1779.0,15/10/2011,12/10/2011,2136.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900114/2011,03/06/2011,273.0,11/07/2011,13/07/2011,1009.0,10/08/2011,30/08/2011,1577.0,10/09/2011,24/09/2011,2050.0,15/10/2011,12/12/2011,2509.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700263/2011,03/06/2011,274.0,10/06/2011,03/06/2011,276.0,11/07/2011,09/07/2011,873.0,10/08/2011,09/08/2011,1288.0,10/09/2011,10/09/2011,1880.0,15/10/2011,18/10/2011,2386.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700264/2011,03/06/2011,275.0,10/06/2011,03/06/2011,277.0,11/07/2011,09/07/2011,872.0,10/08/2011,12/08/2011,1412.0,10/09/2011,10/09/2011,1879.0,15/10/2011,14/10/2011,2247.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700330/2011,03/06/2011,278.0,10/06/2011,03/06/2011,279.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900115/2011,03/06/2011,280.0,11/07/2011,08/07/2011,804.0,10/08/2011,12/08/2011,1447.0,10/09/2011,07/09/2011,1723.0,15/10/2011,28/09/2011,2059.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900116/2011,03/06/2011,281.0,11/07/2011,08/07/2011,810.0,10/08/2011,12/08/2011,1449.0,10/09/2011,07/09/2011,1722.0,15/10/2011,14/10/2011,2272.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900117/2011,03/06/2011,282.0,11/07/2011,07/07/2011,727.0,10/08/2011,09/08/2011,1249.0,10/09/2011,10/09/2011,1829.0,15/10/2011,13/10/2011,2171.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700246/2011,03/06/2011,283.0,10/06/2011,03/06/2011,284.0,11/07/2011,11/07/2011,939.0,10/08/2011,10/08/2011,1334.0,10/09/2011,07/09/2011,1703.0,15/10/2011,14/10/2011,2241.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900118/2011,03/06/2011,285.0,11/07/2011,03/06/2011,286.0,10/08/2011,09/08/2011,1247.0,10/09/2011,08/09/2011,1735.0,15/10/2011,13/10/2011,2173.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900119/2011,04/06/2011,290.0,11/07/2011,08/07/2011,818.0,10/08/2011,12/08/2011,1441.0,10/09/2011,09/09/2011,1811.0,15/10/2011,14/10/2011,2276.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900120/2011,04/06/2011,291.0,11/07/2011,07/07/2011,729.0,10/08/2011,11/08/2011,1365.0,10/09/2011,08/09/2011,1734.0,15/10/2011,01/10/2011,2085.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900121/2011,04/06/2011,292.0,11/07/2011,09/07/2011,833.0,10/08/2011,09/08/2011,1253.0,10/09/2011,10/09/2011,1835.0,15/10/2011,13/10/2011,2183.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700338/2011,04/06/2011,294.0,10/06/2011,04/06/2011,297.0,11/07/2011,23/07/2011,1094.0,10/08/2011,06/09/2011,1677.0,10/09/2011,06/09/2011,1677.0,15/10/2011,01/11/2011,2469.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700337/2011,04/06/2011,295.0,10/06/2011,04/06/2011,298.0,11/07/2011,19/07/2011,1072.0,10/08/2011,16/08/2011,1482.0,10/09/2011,13/09/2011,1946.0,15/10/2011,01/10/2011,2092.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700336/2011,04/06/2011,296.0,10/06/2011,04/06/2011,299.0,11/07/2011,23/07/2011,1093.0,10/08/2011,16/08/2011,1481.0,10/09/2011,13/09/2011,1947.0,15/10/2011,13/10/2011,2212.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700277/2011,04/06/2011,300.0,10/06/2011,04/06/2011,301.0,11/07/2011,09/07/2011,830.0,10/08/2011,09/08/2011,1244.0,10/09/2011,10/09/2011,1826.0,15/10/2011,01/10/2011,2087.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700271/2011,04/06/2011,302.0,10/06/2011,04/06/2011,303.0,11/07/2011,09/07/2011,829.0,10/08/2011,09/08/2011,1245.0,10/09/2011,10/09/2011,1827.0,15/10/2011,13/10/2011,2169.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900122/2011,04/06/2011,304.0,11/07/2011,08/07/2011,764.0,10/08/2011,10/08/2011,1315.0,10/09/2011,09/09/2011,1772.0,15/10/2011,30/09/2011,2065.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900123/2011,04/06/2011,305.0,11/07/2011,08/07/2011,765.0,10/08/2011,10/08/2011,1314.0,10/09/2011,09/09/2011,1771.0,15/10/2011,30/09/2011,2066.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2700331/2011,04/06/2011,306.0,10/06/2011,04/06/2011,307.0,11/07/2011,11/07/2011,938.0,10/08/2011,09/08/2011,1299.0,10/09/2011,10/09/2011,1877.0,15/10/2011,18/10/2011,2384.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700076/2011,04/06/2011,308.0,10/06/2011,,0.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700366/2011,04/06/2011,309.0,10/06/2011,04/06/2011,310.0,11/07/2011,16/07/2011,1058.0,10/08/2011,16/07/2011,1058.0,10/09/2011,10/09/2011,1849.0,15/10/2011,04/11/2011,2479.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700320/2011,04/06/2011,311.0,10/06/2011,04/06/2011,312.0,11/07/2011,22/07/2011,1086.0,10/08/2011,09/08/2011,1296.0,10/09/2011,07/09/2011,1698.0,15/10/2011,08/11/2011,2486.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700241/2011,04/06/2011,313.0,10/06/2011,04/06/2011,315.0,11/07/2011,09/07/2011,832.0,10/08/2011,11/08/2011,1372.0,10/09/2011,08/09/2011,1737.0,15/10/2011,13/10/2011,2178.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700368/2011,04/06/2011,314.0,10/06/2011,04/06/2011,316.0,11/07/2011,02/07/2011,638.0,10/08/2011,02/08/2011,1132.0,10/09/2011,03/09/2011,1611.0,15/10/2011,25/10/2011,2458.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700346/2011,04/06/2011,317.0,10/06/2011,04/06/2011,318.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900124/2011,04/06/2011,319.0,11/07/2011,11/07/2011,957.0,10/08/2011,24/08/2011,1562.0,10/09/2011,02/09/2011,1588.0,15/10/2011,12/10/2011,2161.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900125/2011,06/06/2011,321.0,11/07/2011,05/07/2011,666.0,10/08/2011,13/08/2011,1454.0,10/09/2011,06/09/2011,1647.0,15/10/2011,15/10/2011,2284.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900126/2011,06/06/2011,322.0,11/07/2011,05/07/2011,660.0,10/08/2011,04/08/2011,1151.0,10/09/2011,06/09/2011,1648.0,15/10/2011,13/10/2011,2174.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900127/2011,06/06/2011,325.0,11/07/2011,09/07/2011,820.0,10/08/2011,16/08/2011,1475.0,10/09/2011,08/09/2011,1732.0,15/10/2011,13/10/2011,2175.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700269/2011,06/06/2011,326.0,10/06/2011,06/06/2011,327.0,11/07/2011,16/07/2011,1054.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2700360/2011,06/06/2011,328.0,10/06/2011,06/06/2011,329.0,11/07/2011,07/07/2011,756.0,10/08/2011,02/08/2011,1131.0,10/09/2011,06/09/2011,1692.0,15/10/2011,15/10/2011,2332.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900128/2011,06/06/2011,330.0,11/07/2011,08/07/2011,815.0,10/08/2011,17/08/2011,1510.0,10/09/2011,09/09/2011,1804.0,15/10/2011,12/10/2011,2155.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900129/2011,06/06/2011,331.0,11/07/2011,08/07/2011,814.0,10/08/2011,12/08/2011,1437.0,10/09/2011,12/09/2011,1926.0,15/10/2011,14/10/2011,2273.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2700092/2011,06/06/2011,332.0,10/06/2011,06/06/2011,333.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,9400.0,1500.0,UNKNOWN
YS-N24/29-2101099/2011,06/06/2011,334.0,10/06/2011,06/06/2011,335.0,11/07/2011,11/07/2011,945.0,10/08/2011,13/08/2011,1468.0,10/09/2011,10/09/2011,1872.0,15/10/2011,15/10/2011,2316.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900130/2011,06/06/2011,336.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900131/2011,06/06/2011,342.0,11/07/2011,15/07/2011,1038.0,10/08/2011,18/08/2011,1526.0,10/09/2011,08/09/2011,1756.0,15/10/2011,13/10/2011,2223.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2700300/2011,06/06/2011,343.0,10/06/2011,06/06/2011,344.0,11/07/2011,14/07/2011,1027.0,10/08/2011,06/08/2011,1229.0,10/09/2011,10/09/2011,1876.0,15/10/2011,13/10/2011,2224.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
