reg_no,admission,admn_recpt,inst_1_due,inst_1_dt,i_1_recpt,inst_2_due,inst_2_dt,i_2_recpt,inst_3_due,inst_3_dt,i_3_recpt,inst_4_due,inst_4_dt,i_4_recpt,inst_5_due,inst_5_dt,i_5_recpt,inst_6_due,inst_6_dt,i_6_recpt,inst_7_due,inst_7_dt,i_7_recpt,inst_8_due,inst_8_dt,i_8_recpt,session,ses_half,Centre_Id,sem_payabl,sem_paypart,USER
YS-N24/29-2900289/2011,09/07/2011,894.0,11/07/2011,09/07/2011,895.0,10/08/2011,11/08/2011,1376.0,10/09/2011,10/09/2011,1844.0,15/10/2011,13/10/2011,2189.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900290/2011,11/07/2011,920.0,11/07/2011,11/07/2011,921.0,10/08/2011,04/08/2011,1156.0,10/09/2011,06/09/2011,1657.0,15/10/2011,13/10/2011,2199.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900291/2011,11/07/2011,922.0,11/07/2011,11/07/2011,923.0,10/08/2011,03/08/2011,1144.0,10/09/2011,07/09/2011,1705.0,15/10/2011,14/10/2011,2255.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900292/2011,11/07/2011,936.0,11/07/2011,11/07/2011,937.0,10/08/2011,04/08/2011,1155.0,10/09/2011,13/09/2011,1948.0,15/10/2011,22/10/2011,2435.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900293/2011,11/07/2011,953.0,11/07/2011,11/07/2011,954.0,10/08/2011,11/08/2011,1381.0,10/09/2011,15/09/2011,1978.0,15/10/2011,13/10/2011,2197.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900294/2011,12/07/2011,968.0,11/07/2011,12/07/2011,969.0,10/08/2011,06/08/2011,1206.0,10/09/2011,03/09/2011,1601.0,15/10/2011,01/10/2011,2101.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900295/2011,12/07/2011,973.0,11/07/2011,12/07/2011,974.0,10/08/2011,09/08/2011,1268.0,10/09/2011,08/09/2011,1743.0,15/10/2011,13/10/2011,2194.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900296/2011,12/07/2011,987.0,11/07/2011,12/07/2011,988.0,10/08/2011,05/08/2011,1192.0,10/09/2011,09/09/2011,1807.0,15/10/2011,12/10/2011,2164.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900297/2011,13/07/2011,994.0,11/07/2011,13/07/2011,995.0,10/08/2011,03/08/2011,1145.0,10/09/2011,05/09/2011,1625.0,15/10/2011,17/10/2011,2350.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900298/2011,13/07/2011,998.0,11/07/2011,13/07/2011,999.0,10/08/2011,19/08/2011,1528.0,10/09/2011,22/09/2011,2042.0,15/10/2011,25/10/2011,2456.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2800.0,500.0,UNKNOWN
YS-N24/29-2900299/2011,13/07/2011,1000.0,10/06/2011,13/07/2011,1002.0,11/07/2011,13/07/2011,1002.0,10/08/2011,09/08/2011,1312.0,10/09/2011,08/09/2011,1765.0,15/10/2011,13/10/2011,2222.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900300/2011,13/07/2011,1001.0,10/06/2011,13/07/2011,1003.0,11/07/2011,13/07/2011,1003.0,10/08/2011,11/08/2011,1395.0,10/09/2011,08/09/2011,1764.0,15/10/2011,13/10/2011,2221.0,,,0.0,,,0.0,,,0.0,29,A,N24,3000.0,500.0,UNKNOWN
YS-N24/29-2900301/2011,13/07/2011,1007.0,11/07/2011,13/07/2011,1008.0,10/08/2011,05/08/2011,1189.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900302/2011,14/07/2011,1013.0,11/07/2011,14/07/2011,1015.0,10/08/2011,09/08/2011,1260.0,10/09/2011,03/09/2011,1599.0,15/10/2011,01/10/2011,2106.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900303/2011,14/07/2011,1014.0,11/07/2011,14/07/2011,1016.0,10/08/2011,02/08/2011,1123.0,10/09/2011,05/09/2011,1616.0,15/10/2011,18/10/2011,2377.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900304/2011,15/07/2011,1033.0,11/07/2011,15/07/2011,1034.0,10/08/2011,10/08/2011,1341.0,10/09/2011,12/09/2011,1919.0,15/10/2011,14/10/2011,2254.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900305/2011,15/07/2011,1041.0,11/07/2011,15/07/2011,1042.0,10/08/2011,26/08/2011,1569.0,10/09/2011,09/09/2011,1809.0,15/10/2011,19/10/2011,2404.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900306/2011,16/07/2011,1045.0,11/07/2011,16/07/2011,1046.0,10/08/2011,10/08/2011,1351.0,10/09/2011,07/09/2011,1709.0,15/10/2011,12/10/2011,2144.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900307/2011,16/07/2011,1047.0,11/07/2011,16/07/2011,1049.0,10/08/2011,09/08/2011,1265.0,10/09/2011,06/09/2011,1662.0,15/10/2011,13/10/2011,2196.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900308/2011,16/07/2011,1048.0,11/07/2011,16/07/2011,1050.0,10/08/2011,11/08/2011,1380.0,10/09/2011,13/09/2011,1944.0,15/10/2011,13/10/2011,2195.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900309/2011,18/07/2011,1065.0,11/07/2011,18/07/2011,1066.0,10/08/2011,09/08/2011,1262.0,10/09/2011,10/09/2011,1847.0,15/10/2011,15/10/2011,2292.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900310/2011,20/07/2011,1081.0,11/07/2011,20/07/2011,1082.0,10/08/2011,09/08/2011,1261.0,10/09/2011,06/09/2011,1665.0,15/10/2011,01/10/2011,2094.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900311/2011,22/07/2011,1087.0,11/07/2011,22/07/2011,1088.0,10/08/2011,13/09/2011,1962.0,10/09/2011,13/09/2011,1962.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900312/2011,23/07/2011,1089.0,11/07/2011,23/07/2011,1090.0,10/08/2011,11/08/2011,1374.0,10/09/2011,10/09/2011,1846.0,15/10/2011,01/10/2011,2097.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900313/2011,26/07/2011,1101.0,11/07/2011,26/07/2011,1102.0,10/08/2011,16/08/2011,1479.0,10/09/2011,16/09/2011,1992.0,15/10/2011,13/10/2011,2204.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900314/2011,27/07/2011,1109.0,11/07/2011,27/07/2011,1110.0,10/08/2011,27/07/2011,1110.0,10/09/2011,27/07/2011,1110.0,15/10/2011,27/07/2011,1110.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900315/2011,29/07/2011,1113.0,11/07/2011,29/07/2011,1114.0,10/08/2011,22/08/2011,1552.0,10/09/2011,16/09/2011,2002.0,15/10/2011,24/10/2011,2454.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900316/2011,29/07/2011,1115.0,11/07/2011,29/07/2011,1116.0,10/08/2011,16/08/2011,1483.0,10/09/2011,15/09/2011,1977.0,15/10/2011,13/10/2011,2203.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900317/2011,01/08/2011,1119.0,11/07/2011,01/08/2011,1120.0,10/08/2011,11/08/2011,1382.0,10/09/2011,10/09/2011,1843.0,15/10/2011,15/10/2011,2290.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900318/2011,02/08/2011,1134.0,11/07/2011,02/08/2011,1135.0,10/08/2011,30/08/2011,1576.0,10/09/2011,19/09/2011,2020.0,15/10/2011,19/09/2011,2020.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900319/2011,03/08/2011,1147.0,11/07/2011,03/08/2011,1148.0,10/08/2011,03/08/2011,1148.0,10/09/2011,12/09/2011,1929.0,15/10/2011,12/10/2011,2165.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900320/2011,09/08/2011,1237.0,10/09/2011,08/09/2011,1730.0,15/10/2011,15/10/2011,2285.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900321/2011,09/08/2011,1238.0,10/09/2011,06/09/2011,1650.0,15/10/2011,12/10/2011,2130.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900322/2011,09/08/2011,1256.0,10/09/2011,10/09/2011,1831.0,15/10/2011,18/10/2011,2365.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900323/2011,09/08/2011,1258.0,10/09/2011,03/09/2011,1605.0,15/10/2011,14/10/2011,2258.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900324/2011,09/08/2011,1259.0,10/09/2011,06/09/2011,1679.0,15/10/2011,19/10/2011,2402.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900325/2011,09/08/2011,1274.0,11/07/2011,03/09/2011,1606.0,10/08/2011,01/10/2011,2104.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900326/2011,09/08/2011,1286.0,10/09/2011,08/09/2011,1754.0,15/10/2011,14/10/2011,2256.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900327/2011,10/08/2011,1347.0,10/09/2011,10/09/2011,1902.0,15/10/2011,14/10/2011,2236.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900328/2011,11/08/2011,1377.0,10/09/2011,15/09/2011,1975.0,15/10/2011,18/10/2011,2379.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900329/2011,11/08/2011,1378.0,10/09/2011,01/10/2011,2093.0,15/10/2011,01/11/2011,2468.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900330/2011,12/08/2011,1416.0,11/07/2011,,0.0,10/08/2011,,0.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900331/2011,13/08/2011,1457.0,10/09/2011,10/09/2011,1832.0,15/10/2011,14/10/2011,2240.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900332/2011,13/08/2011,1460.0,11/07/2011,10/09/2011,1840.0,10/08/2011,01/10/2011,2102.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900333/2011,17/08/2011,1507.0,10/09/2011,07/09/2011,1721.0,15/10/2011,13/10/2011,2200.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900334/2011,17/08/2011,1514.0,11/07/2011,12/09/2011,1931.0,10/08/2011,12/09/2011,1931.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900335/2011,19/08/2011,1529.0,10/09/2011,12/10/2011,2138.0,15/10/2011,28/11/2011,2505.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900336/2011,19/08/2011,1531.0,11/07/2011,19/08/2011,1532.0,10/08/2011,19/08/2011,1532.0,10/09/2011,19/08/2011,1532.0,15/10/2011,19/08/2011,1532.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,2000.0,350.0,UNKNOWN
YS-N24/29-2900337/2011,19/08/2011,1533.0,10/09/2011,12/09/2011,1922.0,15/10/2011,14/10/2011,2238.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900338/2011,19/08/2011,1536.0,10/09/2011,09/09/2011,1814.0,15/10/2011,14/10/2011,2250.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900339/2011,19/08/2011,1537.0,10/09/2011,09/09/2011,1813.0,15/10/2011,14/10/2011,2249.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900340/2011,20/08/2011,1538.0,10/09/2011,13/09/2011,1941.0,15/10/2011,17/10/2011,2349.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900341/2011,22/08/2011,1550.0,10/09/2011,13/10/2011,2192.0,15/10/2011,15/10/2011,2328.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900342/2011,23/08/2011,1555.0,11/07/2011,09/09/2011,1775.0,15/10/2011,01/10/2011,2114.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900343/2011,23/08/2011,1556.0,11/07/2011,23/08/2011,1557.0,10/08/2011,23/08/2011,1557.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900344/2011,24/08/2011,1560.0,10/09/2011,12/09/2011,1920.0,15/10/2011,24/10/2011,2449.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900345/2011,26/08/2011,1564.0,11/07/2011,26/08/2011,1565.0,10/08/2011,26/08/2011,1565.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900346/2011,30/08/2011,1575.0,10/09/2011,22/09/2011,2040.0,15/10/2011,20/10/2011,2410.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900347/2011,30/08/2011,1578.0,10/09/2011,18/10/2011,2396.0,15/10/2011,18/10/2011,2396.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900348/2011,30/08/2011,1579.0,10/09/2011,18/10/2011,2395.0,15/10/2011,18/10/2011,2395.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900349/2011,03/09/2011,1608.0,10/09/2011,06/09/2011,1678.0,15/10/2011,01/10/2011,2116.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900350/2011,07/09/2011,1725.0,10/09/2011,07/09/2011,1726.0,15/10/2011,07/09/2011,1726.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900351/2011,09/09/2011,1783.0,10/09/2011,09/09/2011,1784.0,15/10/2011,13/10/2011,2230.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900352/2011,14/09/2011,1968.0,10/09/2011,17/10/2011,2344.0,15/10/2011,17/10/2011,2344.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900353/2011,15/09/2011,1984.0,11/07/2011,15/09/2011,1985.0,10/08/2011,15/09/2011,1985.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900354/2011,16/09/2011,1997.0,10/09/2011,16/09/2011,1998.0,15/10/2011,17/10/2011,2343.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900355/2011,17/09/2011,2005.0,10/09/2011,17/09/2011,2007.0,15/10/2011,13/10/2011,2201.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900356/2011,17/09/2011,2006.0,10/09/2011,17/09/2011,2008.0,15/10/2011,15/10/2011,2291.0,10/09/2011,,0.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900357/2011,19/09/2011,2021.0,10/09/2011,19/09/2011,2023.0,15/10/2011,14/11/2011,2498.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900358/2011,19/09/2011,2022.0,10/09/2011,19/09/2011,2024.0,15/10/2011,04/11/2011,2483.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
YS-N24/29-2900359/2011,23/09/2011,2044.0,10/09/2011,23/09/2011,2045.0,15/10/2011,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,29,A,N24,1200.0,300.0,UNKNOWN
