reg_no,batchcode,lateral,course_ap1,course_ap2,course_ap3,n_reg_no_1,course_ad1,batch_no_1,n_reg_no_2,course_ad2,batch_no_2,n_reg_no_3,course_ad3,batch_no_3,Session,ses_half,already_dip,Centre,USER
YS-N24/70-6800241/2022,35,,ADITA,,,YS-N24/77-6800241/2024,ADITA,45051,,,,,,,,A,Y,,cic
YS-N24/70-6800170/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800369/2022,35,,ADITA,,,YS-N24/72-6800369/2023,ADITA,45001,,,,,,,,A,Y,,RAKHI DAS
YS-N24/70-6800429/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800407/2022,35,,ADITA,,,YS-N24/72-6800407/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800358/2022,35,,ADITA,,,YS-N24/72-6800358/2023,ADITA,45001,,,,,,,,A,Y,,deba
YS-N24/70-6800379/2022,35,,ADITA,,,YS-N24/72-6800379/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800360/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800440/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800330/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800333/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800332/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800331/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800359/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800371/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800437/2022,35,,ADITA,,,YS-N24/72-6800437/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800195/2022,35,,ADITA,,,YS-N24/72-6800195/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000098/2022,25,,ADITA,,,YS-N24/72-7000098/2023,ADITA,35001,,,,,,,,A,Y,,cic
YS-N24/70-6800327/2022,35,,ADITA,,,YS-N24/72-6800327/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/70-7000182/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000183/2022,25,,ADITA,,,YS-N24/72-7000183/2023,ADITA,35002,,,,,,,,A,Y,,deba
YS-N24/70-2700138/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000184/2022,25,,ADITA,,,YS-N24/72-7000184/2023,ADITA,35003,,,,,,,,A,Y,,saheli
YS-N24/70-7000185/2022,25,,ADITA,,,YS-N24/72-7000185/2023,ADITA,35004,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000186/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000187/2022,25,,ADITA,,,YS-N24/72-7000187/2023,ADITA,35005,,,,,,,,A,Y,,saheli
YS-N24/70-7000188/2022,25,,ADITA,,,YS-N24/72-7000188/2023,ADITA,35004,,,,,,,,A,Y,,deba
YS-N24/70-7000189/2022,25,,ADITA,,,YS-N24/72-7000189/2023,ADITA,35002,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000190/2022,25,,CFAS(LAT),,,YS-N24/75-7500115/2023,CFAS(LAT),23051,,,,,,,,A,Y,,saheli
YS-N24/70-7000191/2022,25,,ADITA,,,YS-N24/72-7000191/2023,ADITA,35004,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000192/2022,25,,ADITA,,,YS-N24/72-7000192/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000193/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000195/2022,25,L,ADITA,,,YS-N24/72-7000195/2023,ADITA,35002,,,,,,,72,A,,N24,deba
YS-N24/70-7000222/2022,25,L,ADITA,,,YS-N24/72-7000222/2023,ADITA,35002,,,,,,,72,A,,N24,deba
YS-N24/70-7000197/2022,25,L,ADITA,,,YS-N24/72-7000197/2023,ADITA,35002,,,,,,,72,A,,N24,deba
YS-N24/70-7000196/2022,25,L,ADITA,,,YS-N24/72-7000196/2023,ADITA,35001,,,,,,,72,A,,N24,deba
YS-N24/70-7000226/2022,25,L,ADITA,,,YS-N24/72-7000226/2023,ADITA,35001,,,,,,,72,A,,N24,deba
YS-N24/70-7000263/2022,25,L,ADITA,,,YS-N24/72-7000263/2023,ADITA,35002,,,,,,,72,A,,N24,PROMITA
YS-N24/70-6800053/2022,35,,ADITA,,,YS-N24/72-6800053/2023,ADITA,45001,,,,,,,,A,Y,,deba
YS-N24/70-6800312/2022,35,,ADITA,,,YS-N24/72-6800312/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/70-6800287/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800049/2022,35,,ADITA,,,YS-N24/72-6800049/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000099/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800381/2022,35,,ADITA,,,YS-N24/72-6800381/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000100/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000101/2022,25,,ADITA,,,YS-N24/72-7000101/2023,ADITA,35001,,,,,,,,A,Y,,saheli
YS-N24/70-6800424/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800092/2022,35,,ADITA,,,YS-N24/72-6800092/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800284/2022,35,,ADITA,,,YS-N24/72-6800284/2023,ADITA,45001,,,,,,,,A,Y,,RAKHI DAS
YS-N24/70-6800318/2022,35,,ADITA,,,YS-N24/72-6800318/2023,ADITA,45002,,,,,,,,A,Y,,cic
YS-N24/70-7000102/2022,25,,ADITA,,,YS-N24/72-7000102/2023,ADITA,35002,,,,,,,,A,Y,,saheli
YS-N24/70-6800218/2022,35,,ADITA,,,YS-N24/72-6800218/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/70-7000103/2022,25,,ADITA,,,YS-N24/72-7000103/2023,ADITA,35004,,,,,,,,A,Y,,saheli
YS-N24/70-7000104/2022,25,,ADITA,,,YS-N24/72-7000104/2023,ADITA,35002,,,,,,,,A,Y,,saheli
YS-N24/70-6800423/2022,35,,ADITA,,,YS-N24/72-6800423/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800415/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800106/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800162/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800161/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800396/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800408/2022,35,,ADITA,,,YS-N24/72-6800408/2023,ADITA,45001,,,,,,,,A,Y,,saheli
YS-N24/70-6800431/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000105/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000106/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800223/2022,35,,ADITA,,,YS-N24/72-6800223/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800212/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800290/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800289/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800225/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800206/2022,35,,ADITA,,,YS-N24/72-6800206/2023,ADITA,45001,,,,,,,,A,Y,,deba
YS-N24/70-6800302/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800299/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800411/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800320/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800272/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800307/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800304/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800293/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800275/2022,35,,ADITA,,,YS-N24/72-6800275/2023,ADITA,45001,,,,,,,,A,Y,,RAKHI DAS
YS-N24/70-6800282/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000107/2022,25,,ADITA,,,YS-N24/72-7000107/2023,ADITA,35002,,,,,,,,A,Y,,saheli
YS-N24/70-6800281/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800219/2022,35,,ADITA,,,YS-N24/72-6800219/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800309/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000108/2022,25,,ADITA,,,YS-N24/72-7000108/2023,ADITA,35002,,,,,,,,A,Y,,saheli
YS-N24/70-6800174/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800252/2022,35,,ADITA,,,YS-N24/72-6800252/2023,ADITA,45002,,,,,,,,A,Y,,deba
YS-N24/70-6800251/2022,35,,ADITA,,,YS-N24/72-6800251/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800205/2022,35,,ADITA,,,YS-N24/72-6800205/2023,ADITA,45001,,,,,,,,A,Y,,RAKHI DAS
YS-N24/70-7000109/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000110/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800339/2022,35,,ADITA,,,YS-N24/72-6800339/2023,ADITA,45002,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800334/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800368/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000111/2022,25,,ADITA,,,YS-N24/72-7000111/2023,ADITA,35005,,,,,,,,A,Y,,saheli
YS-N24/70-6800283/2022,35,,ADITA,,,YS-N24/72-6800283/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800322/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800393/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000112/2022,25,,ADITA,,,YS-N24/72-7000112/2023,ADITA,35005,,,,,,,,A,Y,,saheli
YS-N24/70-7000113/2022,25,,ADITA,,,YS-N24/72-7000113/2023,ADITA,35001,,,,,,,,A,Y,,deba
YS-N24/70-7000114/2022,25,,ADITA,,,YS-N24/72-7000114/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000115/2022,25,,ADITA,,,YS-N24/72-7000115/2023,ADITA,35001,,,,,,,,A,Y,,cic
YS-N24/70-6800248/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000116/2022,25,,ADITA,,,YS-N24/72-7000116/2023,ADITA,35001,,,,,,,,A,Y,,cic
YS-N24/70-7000117/2022,25,,ADITA,,,YS-N24/72-7000117/2023,ADITA,35001,,,,,,,,A,Y,,saheli
YS-N24/70-6800263/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000249/2022,25,L,ADITA,,,YS-N24/72-7000249/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000254/2022,25,L,ADITA,,,YS-N24/72-7000254/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000200/2022,23,L,ADFAS,,,YS-N24/72-7000200/2023,ADFAS,33001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000269/2022,25,L,ADITA,,,YS-N24/72-7000269/2023,ADITA,35002,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000246/2022,25,L,ADITA,,,YS-N24/72-7000246/2023,ADITA,35002,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000205/2022,25,L,ADITA,,,YS-N24/72-7000205/2023,ADITA,35002,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000215/2022,25,L,ADITA,,,YS-N24/72-7000215/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000231/2022,25,L,ADITA,,,YS-N24/72-7000231/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000217/2022,25,L,ADITA,,,YS-N24/72-7000217/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000279/2022,25,L,ADITA,,,YS-N24/72-7000279/2023,ADITA,35002,,,,,,,72,A,,N24,saheli
YS-N24/70-7000285/2022,25,L,ADITA,,,YS-N24/72-7000285/2023,ADITA,35003,,,,,,,72,A,,N24,deba
YS-N24/70-7000256/2022,25,L,ADITA,,,YS-N24/72-7000256/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000290/2022,23,L,ADFAS,,,YS-N24/72-7000290/2023,ADFAS,33001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000282/2022,23,L,ADFAS,,,YS-N24/72-7000282/2023,ADFAS,33001,,,,,,,72,A,,N24,deba
YS-N24/70-7000227/2022,25,L,ADITA,,,YS-N24/72-7000227/2023,ADITA,35003,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000237/2022,25,L,ADITA,,,YS-N24/72-7000237/2023,ADITA,35003,,,,,,,72,A,,N24,deba
YS-N24/70-7000236/2022,25,L,ADITA,,,YS-N24/72-7000236/2023,ADITA,35003,,,,,,,72,A,,N24,deba
YS-N24/70-7000235/2022,25,L,ADITA,,,YS-N24/72-7000235/2023,ADITA,35003,,,,,,,72,A,,N24,deba
YS-N24/70-7000274/2022,25,L,ADITA,,,YS-N24/72-7000274/2023,ADITA,35005,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000252/2022,25,L,ADITA,,,YS-N24/72-7000252/2023,ADITA,35005,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000253/2022,25,L,ADITA,,,YS-N24/72-7000253/2023,ADITA,35005,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000233/2022,25,L,ADITA,,,YS-N24/72-7000233/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000218/2022,25,L,ADITA,,,YS-N24/72-7000218/2023,ADITA,35001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000295/2022,25,L,ADITA,,,YS-N24/72-7000295/2023,ADITA,35003,,,,,,,72,A,,N24,deba
YS-N24/70-7000294/2022,25,L,ADITA,,,YS-N24/72-7000294/2023,ADITA,35003,,,,,,,72,A,,N24,deba
YS-N24/70-7000198/2022,25,L,ADITA,,,YS-N24/72-7000198/2023,ADITA,35004,,,,,,,72,A,,N24,deba
YS-N24/70-7000223/2022,25,L,ADITA,,,YS-N24/72-7000223/2023,ADITA,35001,,,,,,,72,A,,N24,deba
YS-N24/70-7000234/2022,25,L,ADITA,,,YS-N24/72-7000234/2023,ADITA,35004,,,,,,,72,A,,N24,cic
YS-N24/70-7000288/2022,25,L,ADITA,,,YS-N24/72-7000288/2023,ADITA,35005,,,,,,,72,A,,N24,saheli
YS-N24/70-7000199/2022,25,L,ADITA,,,YS-N24/72-7000199/2023,ADITA,35005,,,,,,,72,A,,N24,saheli
YS-N24/70-7000212/2022,25,L,ADITA,,,YS-N24/72-7000212/2023,ADITA,35004,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000201/2022,25,L,ADITA,,,YS-N24/72-7000201/2023,ADITA,35004,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000284/2022,25,L,ADITA,,,YS-N24/72-7000284/2023,ADITA,35005,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000247/2022,25,L,ADITA,,,YS-N24/72-7000247/2023,ADITA,35005,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000278/2022,23,L,ADFAS,,,YS-N24/72-7000278/2023,ADFAS,33001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000312/2022,23,L,ADFAS,,,YS-N24/72-7000312/2023,ADFAS,33001,,,,,,,72,A,,N24,deba
YS-N24/70-7000209/2022,25,L,ADITA,,,YS-N24/72-7000209/2023,ADITA,35004,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000289/2022,25,L,ADITA,,,YS-N24/72-7000289/2023,ADITA,35005,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000314/2022,23,L,ADFAS,,,YS-N24/72-7000314/2023,ADFAS,33001,,,,,,,72,A,,N24,PROMITA
YS-N24/70-7000258/2022,23,L,ADFAS,,,YS-N24/72-7000258/2023,ADFAS,33001,,,,,,,72,A,,N24,deba
YS-N24/70-7000194/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000202/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000203/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000204/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000206/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000207/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000208/2022,22,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000210/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000211/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000213/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000214/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800015/2022,43,,,,,,,,,,,,,,,A,N,,cic
YS-N24/70-7000216/2022,25,,ADITA,,,YS-N24/72-7000216/2023,ADITA,35004,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000219/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000220/2022,25,,CFAS(LAT),,,YS-N24/77-7700322/2024,CFAS(LAT),23052,,,,,,,,A,Y,,cic
YS-N24/70-7000221/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000224/2022,22,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000225/2022,22,,ADDTP,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800342/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000228/2022,25,,ADITA,,,YS-N24/77-7000228/2024,ADITA,35051,,,,,,,,A,Y,,cic
YS-N24/70-7000229/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000230/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000232/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000238/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000239/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000240/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000241/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000242/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000243/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000244/2022,23,,ADFAS,,,YS-N24/72-7000244/2023,ADFAS,33001,,,,,,,,A,Y,,deba
YS-N24/70-7000245/2022,23,,ADFAS,,,YS-N24/72-7000245/2023,ADFAS,33001,,,,,,,,A,Y,,deba
YS-N24/70-7000248/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000250/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000251/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000255/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000257/2022,23,,ADFAS,,,YS-N24/72-7000257/2023,ADFAS,33001,,,,,,,,A,Y,,deba
YS-N24/70-7000259/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000260/2022,22,,ADDTP,,,YS-N24/73-7000260/2023,ADDTP,32051,,,,,,,,A,Y,,suity
YS-N24/70-7000261/2022,25,,ADITA,,,YS-N24/72-7000261/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000262/2022,25,,ADITA,,,YS-N24/72-7000262/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000264/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000265/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000266/2022,25,,ADITA,,,YS-N24/72-7000266/2023,ADITA,35005,,,,,,,,A,Y,,deba
YS-N24/70-7000267/2022,25,,ADITA,,,YS-N24/72-7000267/2023,ADITA,35005,,,,,,,,A,Y,,deba
YS-N24/70-7000268/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000270/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000271/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000272/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000273/2022,23,,ADFAS,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000275/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000276/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000277/2022,25,,ADITA,,,YS-N24/72-7000277/2023,ADITA,35005,,,,,,,,A,Y,,PROMITA
YS-N24/70-7000280/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000281/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000283/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000286/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000287/2022,25,,ADITA,,,YS-N24/72-7000287/2023,ADITA,35005,,,,,,,,A,Y,,cic
YS-N24/70-7000291/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000292/2022,25,,ADITA,,,YS-N24/73-7000292/2023,ADITA,35051,,,,,,,,A,Y,,suity
YS-N24/70-7000293/2022,25,,ADITA,,,YS-N24/72-7000293/2023,ADITA,35005,,,,,,,,A,Y,,saheli
YS-N24/70-7000296/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000297/2022,25,,ADITA,,,YS-N24/72-7000297/2023,ADITA,35005,,,,,,,,A,Y,,saheli
YS-N24/70-6800278/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800250/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800268/2022,35,,ADITA,,,YS-N24/72-6800268/2023,ADITA,45001,,,,,,,,A,Y,,deba
YS-N24/70-6800274/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800273/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800255/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800239/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800256/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000118/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000119/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800228/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800236/2022,35,,ADITA,,,YS-N24/72-6800236/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800214/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800213/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800346/2022,35,,ADITA,,,YS-N24/72-6800346/2023,ADITA,45001,,,,,,,,A,Y,,cic
YS-N24/70-6800347/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000120/2022,25,,ADITA,,,YS-N24/72-7000120/2023,ADITA,35001,,,,,,,,A,Y,,cic
YS-N24/70-6800235/2022,35,,ADITA,,,YS-N24/72-6800235/2023,ADITA,45001,,,,,,,,A,Y,,saheli
YS-N24/70-7000121/2022,25,,ADITA,,,YS-N24/72-7000121/2023,ADITA,35003,,,,,,,,A,Y,,saheli
YS-N24/70-6800271/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800257/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800412/2022,35,,ADITA,,,YS-N24/72-6800412/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800418/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800350/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800430/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800435/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800427/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800416/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800242/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800378/2022,35,,ADITA,,,YS-N24/72-6800378/2023,ADITA,45001,,,,,,,,A,Y,,PROMITA
YS-N24/70-6800343/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800340/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800438/2022,35,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-6800363/2022,35,,ADITA,,,YS-N24/72-6800363/2023,ADITA,45002,,,,,,,,A,Y,,deba
YS-N24/70-7000298/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000299/2022,23,,ADFAS,,,YS-N24/72-7000299/2023,ADFAS,33001,,,,,,,,A,Y,,cic
YS-N24/70-7000300/2022,23,L,ADFAS,,,YS-N24/72-7000300/2023,ADFAS,33001,,,,,,,,A,N,,deba
YS-N24/70-7000301/2022,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/70-7000302/2022,25,,ADITA,,,YS-N24/72-7000302/2023,ADITA,35005,,,,,,,,A,Y,,cic
YS-N24/70-7000303/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000304/2022,23,L,,,,,,,,,,,,,,A,N,,cic
YS-N24/70-7000305/2022,25,,ADITA,,,,,,,,,,,,,A,Y,,cic
YS-N24/70-7000306/2022,25,,ADITA,,,YS-N24/72-7000306/2023,ADITA,35005,,,,,,,,A,Y,,saheli
